episode,reward,loss,energy_saving,latency,sla_violations,active_links,cluster_count,computation_time
38,-131.94606399367177,0.8046631565690041,0.6875999999999999,14.318323200646741,28.240740740740737,472,1,36.08610987663269
39,-125.48569626402065,0.8220271953940391,0.6875999999999999,13.998040023084155,25.11415525114155,472,1,36.58807039260864
40,-129.23606176871618,0.8137632173299789,0.6875977499999999,14.189458348555599,22.22222222222222,472,1,36.86697721481323
41,-129.62193398065182,0.7867452251911163,0.6875999999999999,14.19834902803191,27.536231884057973,472,1,37.00205683708191
42,-136.7783489447187,0.775624294579029,0.6875999999999999,14.544662915359726,27.27272727272727,472,1,36.08467221260071
43,-126.92292640714236,0.7914022797346115,0.6875977499999999,14.07595219515751,25.65217391304348,472,1,36.48515701293945
44,-136.53961200146333,0.7988270545005798,0.6875999999999999,14.522891479933998,27.074235807860266,472,1,36.59148097038269
45,-130.90034301670883,0.7999268010258674,0.6875999999999999,14.273514965657927,26.88679245283019,472,1,36.60998225212097
46,-131.64276539332036,0.7920253401994706,0.6875999999999999,14.300040983392593,28.636363636363637,472,1,37.05900549888611
47,-133.66897136635532,0.7646561729907989,0.6875999999999999,14.41123985527648,27.54237288135593,472,1,36.258238554000854
48,-129.28450658984335,0.7691258531808853,0.6875999999999999,14.202724049354472,25.321888412017167,472,1,36.54631495475769
49,-131.0707284914403,0.7485231444239616,0.6875932499999999,14.27053459563138,23.52941176470588,472,1,36.48465394973755
50,-131.8511052569922,0.7228821605443955,0.6875999999999999,14.31060752563812,26.75438596491228,472,1,37.22286105155945
51,-128.68213903683952,0.7229071673750878,0.6875999999999999,14.139762333870358,28.13852813852814,472,1,36.868958473205566
52,-134.06032823580605,0.7293762698769569,0.6875999999999999,14.409854009040878,27.350427350427353,472,1,36.40731453895569
53,-128.07151102820035,0.7152800160646439,0.6875999999999999,14.137503067104175,25.65217391304348,472,1,36.90245866775513
54,-129.647529568652,0.6890399876236916,0.6875909999999998,14.204411186836793,24.137931034482758,472,1,36.3263475894928
55,-135.91585068904416,0.6879524418711662,0.6875999999999999,14.498633580842638,26.540284360189574,472,1,36.609041690826416
56,-131.17763246887117,0.6736037424206733,0.6875999999999999,14.294270325724703,23.52941176470588,472,1,36.335052251815796
57,-131.7426015659703,0.6496702775359153,0.6875999999999999,14.301761794209037,26.991150442477874,472,1,36.986145973205566
58,-128.54177731562493,0.6523156714439392,0.6875887499999999,14.1634557251456,26.222222222222225,472,1,36.92429184913635
59,-132.57185266497814,0.6380545377731324,0.6875932499999999,14.349050724120435,24.894514767932492,472,1,37.130699157714844
60,-133.45259325080545,0.6083052261173725,0.6875999999999999,14.391458820963836,24.200913242009133,472,1,36.10940456390381
61,-131.72778153253793,0.6192912064492703,0.6875999999999999,14.29050053947143,27.896995708154503,472,1,36.44455671310425
62,-130.86080579224802,0.5946947336196899,0.6875999999999999,14.258111830110662,28.193832599118945,472,1,37.588359117507935
63,-124.48388105758191,0.6022609816491604,0.6875797499999998,13.94307642379742,27.27272727272727,472,1,36.468424797058105
64,-127.32443979252514,0.5852103562653065,0.6875999999999999,14.069392205815353,26.190476190476193,472,1,36.89360857009888
65,-132.56460002189834,0.5554585906863213,0.6875999999999999,14.3309682243951,26.556016597510375,472,1,36.67419791221619
66,-127.86161796844603,0.5251166008412838,0.6875999999999999,14.123115640664633,27.692307692307693,472,1,37.68676161766052
67,-131.2962874459477,0.5414128996431827,0.6875999999999999,14.279922280640681,26.08695652173913,472,1,36.41982674598694
68,-133.9438748418567,0.5460233429074287,0.6875999999999999,14.406970199781131,25.0,472,1,37.30412721633911
69,-134.79330026575167,0.5245093360543251,0.6875999999999999,14.425558709725877,24.680851063829788,472,1,36.55433416366577
70,-133.7106386838356,0.5542734834551811,0.6875999999999999,14.379262414621135,26.923076923076923,472,1,36.89113736152649
71,-126.93962892523984,0.5225114487111568,0.6875999999999999,14.07435925443644,24.43438914027149,472,1,37.20809578895569
72,-133.2025352588435,0.5192677561938762,0.6875999999999999,14.354769033886136,26.146788990825687,472,1,35.61927676200867
73,-134.3149093765978,0.5112454618513584,0.6875999999999999,14.434595406218182,25.90909090909091,472,1,36.72923684120178
74,-132.58486048111652,0.5510035532712937,0.6875999999999999,14.339771489164496,25.862068965517242,472,1,36.87242865562439
75,-132.9898177690344,0.501174061447382,0.6875999999999999,14.359129413623732,26.08695652173913,472,1,37.5018310546875
76,-133.53746733217858,0.509249232262373,0.6875909999999998,14.396110332897697,25.238095238095237,472,1,36.33613109588623
77,-130.36115100452238,0.5111992752552033,0.6875954999999999,14.238133105073757,24.782608695652176,472,1,37.304238080978394
78,-127.58440536396203,0.49556431025266645,0.6875999999999999,14.109970229957362,25.663716814159294,472,1,36.21881723403931
79,-137.57686253557557,0.47299669235944747,0.6875909999999998,14.573580575754427,27.358490566037734,472,1,36.807321310043335
80,-135.07674313180104,0.49078454583883285,0.6875999999999999,14.482473329322206,27.142857142857142,472,1,36.37188792228699
81,-131.59559984589893,0.5411758327484131,0.6875909999999998,14.311210781295278,26.576576576576578,472,1,36.64655804634094
82,-131.95115430932304,0.47830601066350936,0.6875999999999999,14.303973971060294,28.837209302325583,472,1,36.87034845352173
83,-129.4778056850232,0.49552393332123756,0.6875797499999998,14.198218658386097,26.605504587155966,472,1,36.16729736328125
84,-130.65162169186868,0.4754433809220791,0.6875999999999999,14.25697659948308,25.339366515837103,472,1,37.46424913406372
85,-129.6324288220017,0.5268968513607979,0.6875999999999999,14.186339712955368,24.669603524229075,472,1,36.19772672653198
86,-134.12214816541558,0.6223625330626965,0.6875999999999999,14.406071628295608,28.389830508474578,472,1,37.0302152633667
87,-135.96815121464385,0.5623846283555031,0.6875999999999999,14.504670893811953,29.27927927927928,472,1,36.342666149139404
88,-136.09792216454036,0.6052737204730511,0.6875999999999999,14.517163055221571,23.18181818181818,472,1,37.11251735687256
89,-134.4392560267698,0.5887221455574035,0.6875999999999999,14.427555083616298,28.054298642533936,472,1,36.05297923088074
90,-132.1868357993211,0.5915924933552742,0.6875999999999999,14.323259394690567,22.88135593220339,472,1,36.83987259864807
91,-128.33634788430902,0.5760064527392388,0.6875999999999999,14.144746244337975,27.522935779816514,472,1,37.43516564369202
92,-130.90281688512644,0.6379511094093323,0.6875999999999999,14.266007654656788,22.807017543859647,472,1,36.5949010848999
93,-132.18165269747269,0.5360981491208077,0.6875999999999999,14.307442633728854,26.83982683982684,472,1,36.513437032699585
94,-129.54903212129713,0.6112092365324497,0.6875999999999999,14.19245212249245,22.54901960784314,472,1,36.274402141571045
95,-132.5302511067158,0.5768728204071522,0.6875999999999999,14.351078288176081,23.91304347826087,472,1,37.83196806907654
96,-134.21882587963367,0.5559506809711456,0.6875999999999999,14.407434418437141,26.72811059907834,472,1,36.00906252861023
97,-133.3087721850981,0.5203602647781372,0.6875999999999999,14.380236526713286,23.873873873873876,472,1,36.63444399833679
98,-127.73850125975822,0.5262450072169303,0.6875999999999999,14.128236659501495,25.44642857142857,472,1,36.642606258392334
99,-134.99492293160827,0.5040920615196228,0.6875999999999999,14.460871495372132,29.646017699115045,472,1,35.98802328109741
100,-133.34223198100395,0.5598096738755703,0.6875999999999999,14.362175244690956,26.83982683982684,472,1,35.84730386734009
